Gene	ESC_CTCF	ESC_esrrb	ESC_mafk	ESC_myc	ESC_nanog	ESC_pou5f1	ESC_sox2	ESC_Sp1	ESC_Sp3
A330023F24Rik	0	0	0	0	0	0	0	0	0
A330035P11Rik	0	0	0	1	0	0	0	0	0
A330069E16Rik	1	0	0	0	0	0	0	0	0
A330074K22Rik	0	0	0	0	0	0	0	0	0
A3galt2	0	0	0	0	0	0	0	0	0
A430005L14Rik	0	0	0	1	0	1	0	1	1
A430033K04Rik	0	0	0	0	0	0	0	0	0
A430046D13Rik	0	0	0	1	0	1	0	0	1
A430057M04Rik	0	0	0	0	0	0	0	1	0
A430090L17Rik	0	0	0	0	0	0	0	0	0
A4galt	0	1	1	0	0	0	0	1	1
A530016L24Rik	0	0	0	0	0	0	0	0	0
A630012P03Rik	0	0	0	0	0	0	0	0	0
A630066F11Rik	0	0	0	0	0	1	0	0	1
A630072M18Rik	0	0	0	0	0	0	0	0	0
A630089N07Rik	0	0	1	1	1	1	1	1	1
A730017L22Rik	0	0	0	1	0	0	0	0	0
A730036I17Rik	0	1	0	0	0	1	1	0	0
A830010M20Rik	0	0	0	0	0	0	0	0	0
A830018L16Rik	1	0	0	0	0	0	0	0	1
A830080D01Rik	1	0	0	0	0	0	0	1	1
A830082N09Rik	0	0	0	0	0	0	0	0	0
A930001C03Rik	0	0	0	0	0	0	0	1	1
A930004D18Rik	0	0	0	0	0	0	0	0	0
A930005H10Rik	0	0	1	0	0	0	0	0	1
A930006K02Rik	0	0	0	0	0	1	0	1	1
A930009A15Rik	0	0	0	0	0	0	0	0	0
A930012L18Rik	0	0	0	0	0	1	0	0	0
A930013F10Rik	0	0	0	0	1	0	0	0	0
A930015D03Rik	1	0	0	0	0	0	0	0	0
A930019D19Rik	0	0	0	0	0	1	0	0	0
A930024E05Rik	0	0	0	0	0	0	0	0	1
A930041C12Rik	0	0	0	0	0	0	0	0	0
AA413626	0	0	0	0	0	0	0	0	0
AA414768	0	0	0	0	0	0	0	0	0
AA465934	0	0	0	1	0	1	0	1	1
AA467197	1	0	1	0	0	0	0	0	0
AA543401	0	0	0	0	0	0	0	0	0
AA986860	0	0	1	0	0	0	0	1	0
Aaas	1	1	1	1	0	1	0	0	1
Aacs	0	0	1	1	0	1	0	1	1
Aaed1	1	0	1	0	0	1	0	1	1
Aagab	0	0	0	0	0	0	0	0	0
Aak1	0	0	0	0	0	0	0	0	0
Aamdc	1	0	0	0	0	1	0	1	0
Aamp	0	0	0	0	0	1	0	1	1
Aar2	0	0	0	0	0	0	0	0	0
Aard	0	0	0	0	0	0	0	0	1
Aars	0	0	1	0	0	0	0	0	0
Aars2	1	1	1	1	0	0	0	1	1
Aarsd1	0	0	0	1	0	0	0	1	1
Aasdh	0	1	1	1	0	1	0	1	1
Aasdhppt	0	0	0	1	0	0	0	1	1
Aass	0	1	0	0	0	0	0	1	1
Aatf	0	0	0	1	0	1	0	1	1
Aatk	0	0	0	1	0	0	0	0	1
Abat	0	0	0	0	0	0	0	1	1
Abca1	1	0	0	1	0	0	0	1	1
Abca2	1	0	0	1	1	1	0	1	1
Abca3	1	0	1	0	0	1	0	0	1
Abca4	0	0	0	0	0	0	0	0	0
Abca5	0	0	0	0	0	0	0	1	1
Abca7	0	0	1	0	0	1	0	1	1
Abcb10	0	0	0	0	0	1	0	1	1
Abcb1a	0	0	0	0	0	0	0	0	0
Abcb1b	0	0	0	1	0	1	0	1	1
Abcb6	0	1	0	0	0	1	0	1	1
Abcb7	0	1	1	0	0	0	0	0	1
Abcb8	1	0	1	0	0	1	0	0	1
Abcb9	0	0	0	0	0	0	0	1	1
Abcc1	0	0	0	1	0	0	0	1	1
Abcc10	0	0	1	1	0	1	0	1	1
Abcc4	0	0	0	1	0	0	0	1	1
Abcc5	1	1	0	1	0	1	0	0	1
Abcd1	0	0	0	0	0	1	0	1	0
Abcd2	0	0	0	0	0	0	0	1	1
Abcd3	0	0	0	0	0	1	0	1	1
Abcd4	1	0	0	0	0	0	0	1	1
Abce1	0	0	0	1	0	0	0	1	1
Abcf1	0	0	0	1	0	1	0	1	1
Abcf2	0	0	1	1	0	1	0	1	1
Abcf3	0	0	0	0	0	0	0	0	0
Abcg1	1	1	0	0	1	1	1	1	1
Abcg2	0	0	1	0	0	1	1	0	1
Abhd1	0	0	0	1	0	1	1	1	1
Abhd10	1	1	0	1	0	1	0	1	1
Abhd11	1	0	0	0	0	0	0	0	0
Abhd11os	1	0	0	0	0	0	0	0	0
Abhd12	0	0	1	0	0	1	0	1	1
Abhd13	0	0	1	0	0	1	0	1	0
Abhd14a	1	0	0	1	0	0	0	1	1
Abhd14b	0	0	0	0	0	0	0	0	0
Abhd15	0	0	0	0	0	0	0	0	1
Abhd16a	1	0	0	0	0	1	0	0	1
Abhd17a	0	1	0	0	0	1	0	1	1
Abhd17b	0	0	0	0	0	0	0	0	1
Abhd17c	0	0	0	1	0	0	0	1	1
Abhd18	1	1	1	0	0	1	0	1	1
Abhd2	0	0	0	0	0	0	0	1	1
Abhd4	0	0	1	0	0	1	0	1	1
Abhd5	1	1	0	0	0	1	0	1	1
Abhd6	0	0	0	0	0	0	0	0	0
Abhd8	0	1	0	0	0	0	0	1	1
Abi1	1	0	1	0	0	1	0	1	1
Abi2	0	1	0	1	0	1	0	1	1
Abi3	0	0	0	0	0	0	0	0	0
Abl1	0	1	0	1	1	1	1	1	1
Abl2	1	0	0	1	0	1	0	1	1
Ablim1	0	0	0	0	1	1	0	0	0
Abr	1	1	0	1	0	0	0	1	1
Abra	0	0	0	0	0	0	0	0	0
Abracl	0	0	0	1	0	0	0	1	1
Abt1	1	0	0	0	0	0	0	1	1
Abtb1	0	0	0	0	0	0	0	0	0
Abtb2	0	1	0	0	0	0	0	0	1
Acaa1a	0	0	1	0	0	1	0	1	0
Acaa1b	1	1	0	0	0	0	0	1	1
Acaa2	0	1	0	1	0	1	0	1	1
Acaca	0	0	0	0	0	0	0	0	0
Acacb	0	0	0	0	0	0	0	0	0
Acad10	0	0	0	1	0	1	0	0	0
Acad11	0	0	0	0	0	0	0	0	1
Acad12	0	0	0	0	0	1	0	1	1
Acad8	0	0	0	0	0	0	0	1	1
Acad9	0	0	1	1	0	1	0	0	1
Acadl	0	1	0	0	0	1	0	0	1
Acadm	0	0	0	0	0	0	0	0	0
Acads	0	1	0	0	0	0	0	1	1
Acadsb	0	0	0	0	0	1	0	1	0
Acadvl	1	0	0	0	0	0	0	1	1
Acan	0	0	0	0	0	0	0	0	0
Acap1	0	0	0	0	0	0	0	0	0
Acap2	1	0	0	0	0	0	0	1	1
Acap3	1	0	0	0	0	1	0	1	1
Acat1	0	1	1	1	0	1	0	1	1
Acat2	0	1	0	1	0	1	0	1	1
Acat3	0	0	0	0	0	0	0	1	1
Acbd3	0	0	0	1	0	0	0	1	1
Acbd4	1	0	1	0	0	1	0	1	1
Acbd5	1	0	1	0	0	1	0	1	1
Acbd6	0	0	0	0	0	0	0	0	1
Acbd7	0	0	0	0	0	0	0	0	0
Accs	1	0	0	0	0	1	0	1	1
Accsl	0	0	0	0	0	0	0	0	0
Acd	0	0	0	0	0	0	0	0	0
Ace	0	0	0	0	0	0	0	1	1
Acer2	0	0	0	0	0	1	0	1	1
Acer3	1	0	0	0	0	1	0	1	1
Ache	0	0	1	0	0	0	0	0	1
Acin1	0	0	1	0	0	0	0	1	1
Ackr1	0	0	0	0	0	0	0	0	0
Ackr3	1	1	1	0	1	1	1	1	1
Acly	1	0	1	1	0	1	0	1	1
Acmsd	0	0	0	0	0	0	0	0	0
Aco1	0	1	0	0	0	1	0	1	1
Aco2	0	0	0	0	0	0	0	0	0
Acot1	0	0	1	0	1	1	1	0	1
Acot11	0	0	0	0	0	0	0	1	1
Acot13	0	1	0	1	0	1	0	0	0
Acot2	1	0	1	0	0	1	0	0	1
Acot7	0	1	0	1	0	1	0	1	1
Acot8	0	0	0	0	0	0	0	0	0
Acot9	0	0	1	0	0	1	1	1	1
Acox1	0	0	0	0	0	1	0	1	0
Acox3	0	0	0	0	0	1	0	1	1
Acp1	0	0	0	0	0	0	0	1	0
Acp2	0	1	1	0	0	1	0	0	1
Acp5	0	1	0	0	0	1	0	1	1
Acp6	0	1	1	0	1	1	1	1	1
Acpt	0	1	0	0	0	0	0	0	0
Acr	0	0	0	0	0	0	0	0	0
Acrbp	0	0	0	0	0	0	0	0	0
Acsf2	0	0	0	1	0	1	0	1	1
Acsf3	0	0	1	0	0	1	0	1	1
Acsl1	0	0	1	0	0	0	0	1	1
Acsl3	0	0	0	0	0	1	0	1	1
Acsl4	0	1	0	0	0	0	0	1	1
Acsl5	0	1	0	1	0	0	0	0	1
Acsl6	0	0	0	0	0	0	0	0	1
Acss1	0	0	0	0	0	0	0	1	1
Acss2	1	0	1	0	0	1	0	1	1
Acta1	0	0	0	0	0	0	0	0	0
Acta2	0	0	0	0	0	0	0	0	0
Actb	1	0	1	0	0	0	0	1	1
Actc1	0	0	0	0	0	0	0	0	0
Actg1	0	0	0	0	0	0	0	0	0
Actg2	0	0	0	0	0	0	0	0	0
Actl10	1	0	0	0	0	0	0	0	0
Actl6a	0	0	0	0	0	0	0	1	1
Actl7a	0	0	0	0	0	0	0	0	0
Actl7b	0	0	0	0	0	0	0	0	0
Actn1	1	0	1	0	0	0	0	1	1
Actn2	1	0	0	0	0	0	0	1	1
Actn3	0	1	0	0	0	0	0	0	0
Actn4	0	0	0	0	1	1	0	1	1
Actr10	0	1	1	0	0	1	0	1	1
Actr1a	0	1	0	0	0	0	0	1	1
Actr1b	1	0	0	0	0	1	0	1	1
Actr2	0	0	1	0	0	0	0	1	1
Actr3	0	0	1	1	0	1	0	1	1
Actr3b	0	0	0	0	1	1	0	1	1
Actr5	0	0	0	0	0	0	0	1	1
Actr6	0	0	0	1	0	1	0	1	1
Actr8	0	0	0	1	0	1	0	1	0
Acvr1	0	0	0	0	0	0	0	0	0
Acvr1b	0	0	0	0	0	0	0	1	1
Acvr2a	0	0	0	0	0	1	0	1	1
Acvr2b	0	0	0	1	0	0	0	1	1
Acvrl1	0	0	0	0	0	0	0	0	1
Acy1	0	0	0	1	0	1	0	1	1
Acy3	0	1	0	0	0	0	0	1	1
Acyp1	0	0	1	0	0	1	0	1	1
Acyp2	1	1	1	0	0	1	0	0	1
Ada	0	0	0	0	0	0	0	1	1
Adad2	0	0	0	0	0	0	0	1	1
Adal	0	0	0	1	0	1	0	0	1
Adam10	0	0	0	0	0	0	0	1	1
Adam12	1	0	0	0	0	0	0	0	1
Adam15	0	0	0	0	0	0	0	0	0
Adam17	1	0	1	1	0	1	0	1	1
Adam19	0	1	1	0	0	1	1	1	1
Adam1a	0	0	0	0	0	0	0	0	0
Adam22	0	0	0	1	0	0	0	0	1
Adam23	0	0	0	0	0	0	0	0	1
Adam4	0	0	0	0	0	0	0	0	0
Adam8	0	0	0	0	0	0	0	1	0
Adam9	0	0	0	0	0	1	0	1	0
Adamts1	0	0	0	0	0	0	0	0	1
Adamts10	0	0	0	0	0	1	0	1	1
Adamts14	0	0	0	0	0	0	0	0	1
Adamts15	1	0	1	0	0	0	0	1	1
Adamts17	1	0	1	0	0	1	0	1	1
Adamts19	0	0	0	1	0	0	0	0	1
Adamts2	1	0	0	0	0	0	0	1	1
Adamts20	0	0	0	0	0	0	0	0	1
Adamts3	0	1	0	0	0	0	0	1	1
Adamts5	0	0	0	0	0	0	0	0	0
Adamts6	0	1	0	0	0	1	0	1	0
Adamts7	0	0	0	0	0	0	0	1	0
Adamts8	1	0	0	0	0	0	0	0	1
Adamts9	0	0	0	0	0	0	0	0	0
Adamtsl1	0	0	0	0	0	1	0	0	0
Adamtsl2	0	0	0	0	0	0	0	0	0
Adamtsl4	0	0	0	0	0	0	0	0	1
Adap1	0	0	1	0	1	1	1	1	1
Adap2	0	0	0	0	0	0	0	1	1
Adar	1	1	1	1	0	1	0	1	1
Adarb1	0	0	0	0	0	0	0	0	0
Adat1	0	0	0	1	0	0	0	1	1
Adat2	0	0	0	0	0	0	0	0	0
Adat3	0	0	1	0	0	0	0	0	0
Adck1	0	1	0	1	0	1	0	1	1
Adck2	1	1	0	0	0	0	0	1	1
Adck5	1	0	1	1	0	1	0	1	1
Adcy1	0	1	0	0	0	0	0	0	1
Adcy2	0	0	0	0	0	0	0	0	1
Adcy3	0	0	0	0	0	0	0	1	1
Adcy4	0	0	0	0	0	0	0	0	0
Adcy5	1	0	0	0	0	0	0	0	1
Adcy6	0	0	0	0	0	0	0	0	0
Adcy7	1	0	1	0	0	0	0	1	1
Adcy9	0	0	0	0	0	1	0	1	1
Adcyap1r1	0	0	0	0	0	0	0	1	1
Add1	0	0	0	0	0	1	0	1	1
Add2	0	0	0	0	0	0	0	0	1
Add3	1	0	1	0	0	0	0	1	1
Adgra2	0	0	0	0	0	0	0	0	0
Adgra3	0	0	0	0	0	0	0	0	1
Adgrb1	0	0	0	0	0	0	0	0	0
Adgrb2	0	0	0	0	0	0	0	0	1
Adgrd1	0	0	0	0	0	0	0	0	0
Adgre4	0	0	0	0	0	0	0	0	0
Adgre5	0	1	0	0	1	0	0	0	1
Adgrf5	0	0	0	0	0	0	0	0	0
Adgrg1	0	1	0	0	0	0	0	1	1
Adgrg3	0	0	0	0	0	0	0	0	0
Adgrg5	0	0	0	0	0	0	1	0	0
Adgrg6	0	0	0	0	0	0	0	0	1
Adgrl1	0	0	1	0	0	0	0	1	1
Adgrl2	0	0	0	0	0	0	0	0	0
Adgrl4	0	0	0	0	0	0	0	0	0
Adgrv1	0	0	1	0	0	1	0	0	1
Adh1	0	0	0	0	0	0	0	0	0
Adh5	0	0	1	1	0	1	0	1	1
Adi1	0	0	1	1	0	1	0	1	1
Adipor1	1	0	1	0	0	1	0	1	1
Adipor2	0	0	0	0	0	0	0	1	1
Adk	0	0	1	1	0	0	0	1	1
Adm	0	0	0	0	0	0	0	1	1
Adm2	0	0	0	1	0	0	0	1	1
Adnp	1	0	1	1	0	1	0	1	1
Adnp2	0	0	1	1	0	0	0	1	1
Ado	1	1	0	1	0	0	0	0	1
Adora1	0	0	0	0	0	0	0	0	0
Adora2a	1	0	0	0	0	0	0	1	1
Adora2b	1	0	0	0	1	1	0	1	1
Adpgk	1	1	1	1	0	1	0	1	1
Adprh	0	0	0	1	0	1	0	1	1
Adprhl2	1	0	1	1	0	1	0	1	1
Adprm	0	0	1	0	0	0	0	1	1
Adra2a	1	0	0	0	0	0	0	0	1
Adra2b	1	0	0	0	0	1	0	1	1
Adrb1	0	0	0	0	0	0	0	0	0
Adrb2	0	0	0	0	0	0	0	1	1
Adrb3	0	0	0	0	0	0	0	0	0
Adrbk1	0	0	0	0	0	0	0	0	0
Adrm1	1	0	1	0	0	1	0	1	1
Adsl	0	0	0	0	0	0	0	0	0
Adss	1	1	0	1	0	1	0	1	1
Adssl1	0	0	0	0	0	0	0	0	0
Aebp1	0	0	0	0	0	0	0	0	1
Aebp2	0	0	1	0	0	1	0	1	1
Aen	0	0	0	1	0	1	0	1	1
Aes	0	0	0	0	0	0	0	0	0
AF067061	0	0	0	0	0	0	0	0	0
AF357355	0	0	0	0	0	0	0	0	0
AF357359	0	0	0	0	0	0	0	0	0
AF357399	0	0	0	0	0	0	0	0	0
AF357425	0	0	0	0	0	0	0	0	0
AF357426	0	0	0	0	0	0	0	0	0
Afap1	0	0	0	1	0	0	0	1	1
Afap1l1	0	0	0	0	0	0	0	0	0
Afap1l2	1	0	0	0	0	0	0	1	1
Afdn	0	1	0	0	0	0	0	1	1
Aff1	0	0	1	0	0	0	0	1	1
Aff2	0	0	0	0	0	0	0	0	0
Aff3	0	0	0	0	0	0	0	0	0
Aff4	0	0	0	0	0	0	0	1	1
Afg3l1	0	0	0	1	0	1	0	1	1
Afg3l2	0	1	0	1	0	0	0	1	1
Afmid	1	0	1	0	0	1	0	1	1
Aftph	1	0	1	0	1	1	0	1	1
Aga	0	1	1	0	0	0	0	0	1
Agap1	0	0	0	0	0	0	0	1	1
Agap3	0	1	0	0	0	0	0	1	1
Agbl3	0	0	0	0	0	0	0	1	1
Agbl5	0	0	0	0	0	0	0	0	0
Ager	0	0	0	0	0	0	0	0	0
Agfg1	1	0	0	0	0	1	0	1	1
Agfg2	0	0	1	0	0	1	1	1	1
Aggf1	0	1	0	0	0	0	0	1	1
Agk	0	1	1	1	0	1	0	0	1
Agl	0	1	0	0	0	1	0	1	1
Ago1	1	0	1	0	0	0	0	1	1
Ago2	1	0	0	1	0	1	0	0	1
Ago3	0	1	1	1	0	1	0	1	1
Ago4	0	0	0	0	0	0	0	0	1
Agpat1	0	0	0	0	0	0	0	1	1
Agpat2	1	0	0	1	0	1	0	1	1
Agpat3	0	0	0	0	0	0	0	0	1
Agpat4	0	0	0	0	0	1	0	1	1
Agpat5	0	0	0	1	0	1	0	1	1
Agps	0	0	0	0	0	1	0	1	1
Agrn	1	0	1	0	0	0	0	1	1
Agrp	0	0	0	0	0	0	0	0	0
Agtpbp1	0	0	0	0	0	0	0	1	1
Agtrap	0	0	0	0	0	0	0	0	0
Ahctf1	0	0	1	1	0	1	0	1	1
Ahcy	0	0	0	1	0	1	0	1	1
Ahcyl1	0	0	0	0	0	0	0	0	0
Ahcyl2	1	0	1	1	0	1	0	1	1
Ahdc1	0	1	0	0	0	0	0	1	1
Ahi1	0	0	1	1	0	1	0	1	1
Ahnak	0	0	0	0	0	1	0	1	1
Ahr	0	1	0	0	0	0	0	1	1
Ahrr	1	0	0	1	0	0	0	0	0
Ahsa1	1	0	0	0	0	0	0	0	0
Ahsa2	0	0	0	0	0	1	0	1	1
AI314180	0	0	0	0	0	0	0	0	1
AI413582	1	0	0	0	0	0	0	1	1
AI429214	0	0	0	0	0	1	0	1	1
AI450353	0	0	0	0	0	0	0	0	0
AI464131	0	0	0	0	0	1	0	1	1
AI467606	0	1	0	0	0	1	0	0	1
AI504432	0	0	0	0	0	0	0	0	0
AI506816	1	1	1	1	0	0	0	1	1
AI597479	0	0	0	1	0	0	0	1	1
AI661453	0	0	0	0	0	0	0	1	1
AI662270	0	0	0	0	0	0	0	0	0
AI837181	0	1	0	0	0	0	0	0	0
AI839979	0	0	0	0	0	0	0	0	0
AI846148	0	0	0	0	0	0	0	0	0
AI987944	0	0	0	0	0	1	0	1	1
Aida	0	0	0	0	0	0	0	0	1
Aif1l	1	0	0	0	0	0	0	1	1
Aifm1	0	0	1	0	0	1	0	1	1
Aifm2	0	0	0	0	0	0	0	1	1
Aifm3	1	1	0	0	0	0	0	1	1
Aig1	0	0	0	0	0	0	0	0	1
Aim1	0	0	0	0	0	0	0	1	1
Aim1l	0	1	0	0	0	0	0	0	0
Aim2	0	0	0	0	0	0	0	0	0
Aimp1	0	0	0	0	0	0	0	0	0
Aimp2	0	0	0	1	0	0	0	1	1
Aip	1	1	1	0	0	1	0	1	1
Aire	1	0	0	0	0	0	0	0	1
Airn	0	0	0	0	0	0	0	0	0
Ajap1	0	1	0	0	0	0	0	1	1
Ajuba	0	1	0	1	0	0	0	0	1
Ak1	0	1	1	1	0	1	0	1	1
Ak2	0	1	0	0	0	0	0	1	1
Ak3	1	1	0	0	0	0	0	0	1
Ak4	0	0	0	1	1	0	0	1	1
Ak5	0	0	0	0	0	0	0	0	1
Ak6	0	0	0	1	0	0	0	0	0
Ak7	0	0	0	0	0	0	0	1	1
Ak8	0	0	0	0	0	0	0	0	1
Akap1	0	1	1	1	0	0	0	1	1
Akap10	0	1	1	1	0	1	0	1	1
Akap11	0	1	1	1	1	1	1	1	1
Akap12	0	0	0	1	0	1	0	1	1
Akap13	0	0	0	0	0	1	0	1	1
Akap17b	1	0	0	0	0	0	0	1	1
Akap2	0	0	0	0	0	0	0	0	0
Akap5	0	0	0	0	0	1	0	1	1
Akap6	0	0	0	0	0	0	0	0	0
Akap7	0	0	0	0	0	0	0	0	0
Akap8	1	1	1	1	0	1	0	1	1
Akap8l	0	0	1	1	0	1	0	1	1
Akap9	0	0	0	0	0	0	0	1	1
Akip1	0	0	0	0	0	1	0	0	0
Akirin1	0	0	0	1	0	1	0	1	1
Akirin2	0	1	1	1	0	0	0	0	1
Akna	0	0	0	0	0	0	0	0	0
Akr1a1	0	0	1	0	0	1	0	1	1
Akr1b10	0	1	0	0	0	1	0	0	1
Akr1b3	1	0	1	0	0	0	0	0	0
Akr1b8	0	0	0	0	0	0	0	0	0
Akr1c12	0	0	0	0	0	0	0	0	0
Akr1c13	0	0	0	0	0	0	0	0	0
Akr1cl	0	0	0	0	0	0	0	0	0
Akr1e1	0	0	0	0	0	0	0	0	1
Akr7a5	0	0	0	0	0	0	0	0	1
Akt1	1	1	0	1	0	0	0	0	0
Akt1s1	0	0	0	0	0	0	0	0	0
Akt2	1	0	1	1	0	1	0	1	1
Akt3	0	0	0	0	0	0	0	0	0
Aktip	1	1	0	1	0	1	0	1	1
Alad	0	0	0	1	0	1	0	1	1
Alas1	0	1	0	0	0	0	0	0	1
Alas2	0	0	0	0	0	0	0	0	0
Alcam	1	0	0	0	0	0	0	1	1
Aldh16a1	1	0	0	0	0	0	0	1	1
Aldh18a1	1	0	0	1	0	0	0	1	1
Aldh1a2	0	0	0	0	0	0	0	0	1
Aldh1b1	1	0	0	0	0	0	0	1	1
Aldh1l1	0	0	0	0	0	0	0	1	1
Aldh1l2	0	0	0	0	0	0	0	1	1
Aldh2	0	0	0	0	0	1	0	1	1
Aldh3a1	0	0	0	0	0	0	0	0	0
Aldh3a2	0	1	0	0	0	0	0	1	1
Aldh3b1	0	1	0	0	0	0	0	0	0
Aldh4a1	0	0	0	1	0	0	0	1	1
Aldh5a1	1	0	0	0	0	0	0	0	0
Aldh6a1	0	0	0	0	0	1	0	1	1
Aldh7a1	1	0	0	1	1	0	0	1	1
Aldh9a1	1	0	1	0	0	1	0	1	1
Aldoa	0	1	1	1	0	1	0	1	1
Aldoart2	0	0	0	0	0	0	0	0	0
Aldoc	0	0	0	0	0	0	0	1	1
Alg1	0	0	0	1	0	0	0	1	1
Alg10b	0	0	0	0	0	1	0	0	0
Alg11	0	0	0	1	0	0	0	1	1
Alg12	0	0	0	0	0	1	0	0	0
Alg13	0	0	0	0	0	0	0	0	1
Alg14	0	0	1	0	0	0	0	1	1
Alg2	0	0	1	0	0	1	0	1	1
Alg3	0	0	0	0	0	0	0	0	0
Alg5	0	0	0	0	0	0	0	0	1
Alg6	0	0	0	0	0	1	0	1	1
Alg8	0	0	1	1	0	1	1	1	1
Alg9	0	0	0	0	0	0	0	0	1
Alk	0	0	0	0	0	0	0	1	1
Alkbh1	0	0	0	0	0	0	0	0	1
Alkbh2	1	0	1	1	1	1	0	0	0
Alkbh3	0	0	1	0	0	1	0	0	1
Alkbh3os1	0	0	0	0	0	0	0	0	0
Alkbh4	0	0	0	0	0	1	0	0	1
Alkbh5	1	0	1	1	0	1	0	1	1
Alkbh6	0	1	0	0	0	1	0	0	0
Alkbh7	1	1	1	0	0	1	0	1	1
Alkbh8	0	0	0	0	0	1	0	1	0
Alms1	1	0	0	0	0	1	0	0	1
Alms1-ps2	0	0	0	0	0	0	0	0	0
Alox12	0	0	0	0	0	0	0	0	1
Alox15	0	0	0	0	0	0	0	0	0
Alox5	0	0	0	0	0	0	0	0	1
Alox5ap	0	0	0	0	0	0	0	0	0
Alpk1	1	0	0	0	0	0	0	1	1
Alpk3	0	0	0	0	0	0	0	0	0
Alpl	1	1	0	1	0	0	0	0	1
Als2	1	0	1	0	0	0	0	1	1
Als2cl	0	0	0	0	0	1	0	1	1
Alx3	0	0	0	0	0	0	0	0	1
Alyref	0	0	0	1	0	0	0	0	1
Alyref2	1	0	1	0	0	1	0	1	1
Amacr	1	1	0	0	0	1	0	1	1
Ambra1	0	0	1	0	0	1	0	0	1
Amd1	0	0	0	0	0	0	0	1	0
Amd2	0	1	0	1	0	0	0	0	1
Amdhd2	0	0	0	0	0	0	0	0	0
Amelx	0	0	0	0	0	0	0	0	0
Amer1	0	0	0	0	0	0	0	1	1
Amer3	0	0	0	0	0	1	0	1	1
Amfr	1	0	0	0	0	0	0	1	1
Amh	1	1	0	0	0	0	0	0	0
Amhr2	0	0	0	0	0	0	0	0	0
Amigo2	0	0	0	0	0	0	0	0	1
Amigo3	1	0	0	0	0	1	0	0	0
Ammecr1	0	0	0	0	0	0	0	0	0
Ammecr1l	1	0	1	1	0	0	0	1	1
Amn1	0	0	0	0	0	1	0	1	1
Amot	0	0	0	0	0	0	0	0	0
Amotl1	0	0	0	0	0	0	0	1	1
Amotl2	1	0	0	0	1	1	0	0	0
Ampd2	0	0	0	1	0	0	0	1	1
Ampd3	0	0	0	0	0	0	0	0	0
Amph	1	0	0	0	0	0	0	1	1
Amt	0	1	1	0	1	1	0	1	1
Amz1	0	0	0	0	0	0	0	0	0
Amz2	1	0	0	0	0	1	0	1	1
Anapc1	0	0	0	1	0	1	0	1	0
Anapc10	0	0	1	0	0	1	0	0	0
Anapc11	0	0	0	1	0	1	0	1	0
Anapc13	0	0	1	0	0	1	0	1	1
Anapc15	0	0	1	1	1	1	0	1	1
Anapc16	0	0	0	0	0	0	0	0	0
Anapc2	0	0	0	0	0	1	0	1	0
Anapc4	0	0	0	0	0	1	0	1	1
Anapc5	0	0	1	1	0	1	0	1	1
Anapc7	1	0	1	0	0	0	0	1	1
Angel1	0	0	1	0	0	1	0	0	0
Angel2	0	0	1	0	0	1	0	1	1
Angpt1	0	0	0	0	0	0	0	0	0
Angpt2	0	0	0	0	0	0	0	0	0
Angptl1	0	0	0	0	0	0	0	0	0
Angptl2	0	0	0	0	0	1	0	1	1
Angptl3	0	0	0	0	0	0	0	0	0
Angptl4	0	0	1	1	0	0	0	1	1
Angptl6	0	0	0	0	0	0	0	0	0
Angptl7	0	0	0	0	0	0	0	0	0
Angptl8	0	0	0	0	0	0	0	0	0
Ank	0	0	0	0	0	0	0	0	1
Ank1	0	0	0	0	0	0	0	1	1
Ank2	1	0	0	0	0	1	1	0	1
Ank3	0	0	0	0	0	1	0	1	1
Ankdd1b	0	0	0	0	0	0	0	0	0
Ankfy1	0	1	1	0	0	1	0	1	1
Ankhd1	0	0	0	0	0	0	0	0	0
Ankib1	0	0	0	1	1	1	1	0	1
Ankle1	1	0	1	1	0	0	0	1	1
Ankle2	1	0	1	0	0	0	0	0	1
Ankmy2	0	0	0	1	0	0	0	0	1
Ankra2	0	0	0	0	0	1	0	1	1
Ankrd1	0	0	0	0	0	0	0	0	0
Ankrd10	0	0	0	1	0	1	0	1	0
Ankrd11	0	0	0	0	0	0	0	0	1
Ankrd12	0	1	0	1	0	0	0	1	1
Ankrd13a	0	0	0	0	0	0	0	0	0
Ankrd13b	0	0	0	0	0	0	0	0	0
Ankrd13c	0	0	0	0	0	1	0	1	1
Ankrd13d	1	1	0	0	0	1	0	1	1
Ankrd16	0	1	0	1	0	0	0	1	1
Ankrd17	1	0	0	0	0	1	0	1	1
Ankrd23	0	0	0	0	0	0	0	0	0
Ankrd24	0	0	0	0	0	0	0	0	0
Ankrd26	0	0	1	0	0	0	0	1	1
Ankrd27	0	0	0	1	0	1	0	1	0
Ankrd28	0	1	0	1	0	1	0	1	1
Ankrd33b	0	0	0	0	0	0	0	0	1
Ankrd34a	0	1	0	0	0	0	0	0	0
Ankrd35	0	0	0	0	0	0	0	1	1
Ankrd37	1	1	1	1	0	1	0	1	1
Ankrd39	1	0	1	1	0	0	0	1	1
Ankrd40	0	1	1	0	0	1	0	0	1
Ankrd42	1	0	0	0	0	1	0	0	1
Ankrd44	0	0	0	0	0	0	0	0	1
Ankrd45	0	0	0	0	0	0	0	0	0
Ankrd46	1	0	0	0	0	1	0	1	1
Ankrd49	0	0	0	0	0	0	0	0	0
Ankrd50	1	0	0	0	0	0	0	1	1
Ankrd52	1	0	0	1	0	0	0	1	1
