Gene	Flk_Sp1WT	HE1_Sp1WT	HE2_Sp1WT	HP_Sp1WT
Sms	1	1	1	1
Smtn	1	1	1	1
Smtnl1	0	0	0	0
Smtnl2	1	1	1	1
Smu1	1	1	1	1
Smug1	1	1	1	1
Smurf1	1	1	1	1
Smurf2	1	1	1	1
Smyd1	0	0	0	0
Smyd2	1	1	1	1
Smyd3	1	1	1	1
Smyd4	1	1	1	1
Smyd5	1	0	1	1
Snai1	1	1	1	1
Snai2	1	1	1	1
Snai3	1	1	1	1
Snap23	1	1	1	1
Snap29	1	1	1	1
Snap47	0	0	0	0
Snapc1	1	1	1	1
Snapc2	1	1	1	1
Snapc3	1	1	1	1
Snapc4	1	1	1	1
Snapc5	1	1	1	1
Snapin	1	1	1	1
Snca	1	1	1	1
Sncg	0	0	0	0
Snd1	0	0	0	0
Sned1	1	1	1	1
Snf8	1	0	0	1
Snhg1	0	0	0	0
Snhg10	0	0	0	0
Snhg11	1	0	0	1
Snhg12	1	1	1	1
Snhg14	0	0	0	0
Snhg15	1	1	1	1
Snhg17	1	1	1	1
Snhg18	0	0	0	0
Snhg20	1	1	1	1
Snhg3	1	1	1	1
Snhg4	1	1	1	1
Snhg5	1	1	1	1
Snhg6	1	1	1	1
Snhg7	1	1	1	1
Snhg8	0	0	0	0
Snhg9	1	1	1	0
Snip1	1	1	1	1
Snn	1	1	1	1
Snora15	0	0	0	0
Snora16a	0	0	0	0
Snora17	0	0	0	0
Snora19	0	0	0	0
Snora20	0	0	0	0
Snora21	0	0	0	0
Snora23	0	0	0	0
Snora26	0	0	0	0
Snora28	0	0	0	0
Snora2b	0	0	0	0
Snora3	0	0	0	0
Snora30	0	0	0	0
Snora31	0	0	0	0
Snora33	0	0	0	0
Snora34	0	0	0	0
Snora36b	0	0	0	0
Snora41	0	0	0	0
Snora43	0	0	0	0
Snora44	0	0	0	0
Snora47	0	0	0	0
Snora52	0	0	0	0
Snora5c	0	0	0	0
Snora61	0	0	0	0
Snora62	0	0	0	0
Snora64	0	0	0	0
Snora65	0	0	0	0
Snora68	0	0	0	0
Snora69	0	0	0	0
Snora70	0	0	0	0
Snora74a	0	0	0	0
Snora75	0	0	0	0
Snora78	0	0	0	0
Snora7a	0	0	0	0
Snora81	0	0	0	0
Snord100	0	0	0	0
Snord104	1	1	1	1
Snord11	0	0	0	0
Snord110	0	0	0	0
Snord111	0	0	0	0
Snord118	0	0	0	0
Snord12	0	0	0	0
Snord123	0	0	0	0
Snord15a	0	0	0	0
Snord15b	0	0	0	0
Snord16a	0	0	0	0
Snord17	0	0	0	0
Snord19	0	0	0	0
Snord1b	0	0	0	0
Snord1c	0	0	0	0
Snord2	1	1	0	0
Snord22	0	0	0	0
Snord23	0	0	0	0
Snord32a	0	0	0	0
Snord33	0	0	0	0
Snord34	0	0	0	0
Snord35a	0	0	0	0
Snord35b	0	0	0	0
Snord37	0	0	0	0
Snord38a	0	0	0	0
Snord42a	0	0	0	0
Snord42b	0	0	0	1
Snord43	0	0	0	0
Snord45b	0	0	0	0
Snord45c	0	0	0	0
Snord47	0	0	0	0
Snord49a	0	0	0	0
Snord49b	0	0	0	1
Snord4a	0	0	0	0
Snord52	0	0	0	0
Snord55	0	0	0	1
Snord57	0	0	0	0
Snord58b	0	0	0	0
Snord61	0	0	0	0
Snord64	0	0	0	0
Snord65	1	0	0	0
Snord66	0	0	0	0
Snord67	0	0	0	0
Snord68	0	0	0	1
Snord69	0	0	0	0
Snord70	0	0	0	0
Snord71	0	0	0	0
Snord72	0	0	0	0
Snord73a	0	0	0	0
Snord8	0	0	0	0
Snord82	0	0	0	0
Snord83b	0	0	0	0
Snord85	0	0	0	0
Snord87	0	0	0	0
Snord88a	0	0	0	0
Snord88c	0	0	0	0
Snord89	0	0	0	0
Snord90	0	0	0	0
Snord91a	0	0	0	0
Snord92	0	0	0	0
Snord93	0	0	0	0
Snord95	0	0	0	0
Snord96a	0	0	0	0
Snord98	0	0	0	0
Snord99	0	0	0	0
Snrk	1	1	1	1
Snrnp200	0	0	0	0
Snrnp25	1	1	1	1
Snrnp27	1	1	1	1
Snrnp35	1	1	1	1
Snrnp40	0	1	0	1
Snrnp48	0	1	1	0
Snrnp70	0	0	0	0
Snrpa	1	1	1	1
Snrpa1	1	1	1	1
Snrpb	1	1	1	1
Snrpb2	1	1	1	1
Snrpc	1	1	1	1
Snrpd1	1	1	1	1
Snrpd2	0	0	0	0
Snrpd3	0	0	0	0
Snrpe	1	1	1	1
Snrpf	1	1	1	1
Snrpg	1	1	1	1
Snrpn	0	1	1	0
Snta1	1	1	1	1
Sntb1	1	1	1	1
Sntb2	1	1	1	1
Snu13	0	0	0	0
Snupn	1	1	1	1
Snurf	1	0	0	1
Snw1	1	1	1	1
Snx1	1	1	1	1
Snx10	1	0	1	0
Snx11	1	1	1	1
Snx12	1	1	1	1
Snx13	1	1	1	1
Snx14	1	1	1	1
Snx15	1	1	1	1
Snx16	1	1	1	1
Snx17	1	0	1	0
Snx18	1	1	1	1
Snx19	1	1	1	1
Snx2	1	1	1	1
Snx20	0	0	0	0
Snx21	1	1	1	1
Snx22	1	1	1	1
Snx24	1	1	1	1
Snx25	0	0	0	0
Snx27	1	1	1	1
Snx29	1	1	1	1
Snx3	1	1	1	1
Snx30	1	1	1	1
Snx32	1	1	1	1
Snx33	1	1	1	0
Snx4	1	1	1	1
Snx5	1	1	1	1
Snx6	1	1	1	1
Snx7	1	1	1	1
Snx8	1	1	1	1
Snx9	1	1	0	1
Soat1	1	1	1	1
Soat2	0	0	0	0
Socs1	1	1	1	1
Socs2	0	1	1	1
Socs3	1	1	1	1
Socs4	1	1	0	0
Socs5	1	0	1	1
Socs6	1	1	1	1
Socs7	1	1	1	1
Sod1	1	1	1	1
Sod2	1	1	1	1
Soga1	1	1	1	1
Soga3	0	1	1	0
Sohlh2	0	0	0	0
Son	1	1	1	1
Sorbs1	1	1	1	1
Sorbs2	1	1	1	1
Sorbs3	1	1	1	1
Sorcs2	1	1	1	1
Sord	1	1	1	1
Sorl1	1	1	0	1
Sort1	1	1	1	1
Sos1	1	1	1	1
Sos2	1	1	1	1
Sost	0	0	0	0
Sowahb	1	1	1	1
Sowahc	1	0	0	0
Sowahd	0	0	0	0
Sox11	1	1	1	1
Sox12	1	1	1	1
Sox13	1	1	1	1
Sox15	1	0	1	1
Sox17	0	1	1	1
Sox18	0	1	1	1
Sox2	1	1	1	0
Sox21	1	1	1	0
Sox2ot	0	0	0	0
Sox4	1	1	1	1
Sox6	1	0	1	1
Sox7	1	1	1	1
Sox9	1	1	1	1
Sp1	0	0	0	0
Sp140	0	0	0	0
Sp2	1	1	1	1
Sp3	0	0	1	0
Sp3os	1	1	0	1
Sp4	1	1	1	1
Sp5	1	0	1	0
Sp6	0	0	0	0
Sp8	1	1	1	1
Spa17	1	1	1	1
Spaca4	0	0	0	0
Spaca6	0	0	0	0
Spaca9	0	1	1	1
Spag1	1	1	1	1
Spag16	1	0	1	0
Spag4	1	1	1	1
Spag5	1	1	1	1
Spag7	1	1	1	1
Spag9	1	1	1	1
Sparc	1	1	1	1
Sparcl1	0	1	1	0
Spast	1	1	0	0
Spata1	0	0	0	0
Spata13	0	1	1	0
Spata17	0	1	0	0
Spata2	1	1	1	1
Spata21	0	0	0	0
Spata22	0	0	0	0
Spata24	1	1	1	1
Spata2l	1	1	1	0
Spata31d1a	0	0	0	0
Spata31d1b	0	0	0	0
Spata33	1	1	0	0
Spata45	0	0	0	0
Spata5	0	0	0	0
Spata5l1	1	1	1	1
Spata6	1	1	1	1
Spata7	1	1	1	1
Spata9	0	0	0	0
Spats1	1	0	0	0
Spats2	1	1	1	1
Spats2l	1	1	1	1
Spc24	1	1	1	1
Spc25	1	1	1	1
Spcs1	1	1	1	1
Spcs2	1	1	1	1
Spcs3	1	1	1	1
Spdl1	1	1	1	1
Specc1	1	1	1	1
Specc1l	1	1	1	1
Spef1	1	0	0	0
Speg	1	1	1	1
Spen	1	1	1	1
Spg11	1	1	1	1
Spg20	1	1	1	1
Spg21	1	1	1	1
Spg7	1	1	1	1
Sphk2	1	1	1	1
Spi1	1	0	1	1
Spib	0	0	0	0
Spic	0	0	0	0
Spice1	1	1	1	1
Spidr	1	0	1	1
Spin1	1	1	1	1
Spin2c	1	1	1	0
Spin4	1	1	1	1
Spink1	0	0	0	0
Spink2	1	0	0	0
Spink8	0	0	0	0
Spint1	1	0	0	0
Spint2	1	0	1	1
Spint4	0	0	0	0
Spire1	0	0	0	0
Spire2	1	1	1	1
Spn	0	0	0	0
Spns1	1	1	1	1
Spns2	1	1	1	1
Spns3	1	0	1	1
Spock2	1	0	1	1
Spon1	1	1	1	1
Spop	1	1	1	1
Spopl	1	1	1	1
Spout1	1	1	1	1
Spp1	0	0	1	0
Sppl2a	1	1	1	1
Sppl2b	1	1	0	1
Sppl3	1	1	1	1
Spr	1	1	1	1
Spred1	1	1	1	1
Spred2	1	1	1	1
Spred3	0	0	0	0
Sprr2a1	0	0	0	0
Sprr2a3	0	0	0	0
Sprr2b	0	0	0	0
Sprtn	0	0	0	1
Spry1	1	1	1	1
Spry2	1	1	1	1
Spry4	1	1	1	1
Spryd3	1	1	1	1
Spryd4	1	1	1	1
Spryd7	1	1	1	1
Spsb1	1	1	1	1
Spsb2	1	1	1	1
Spsb3	1	1	1	1
Spsb4	1	1	1	1
Spta1	0	0	1	1
Sptan1	1	1	1	1
Sptb	1	1	1	1
Sptbn1	1	1	1	1
Sptbn2	0	0	0	1
Sptbn4	1	1	1	1
Sptlc1	1	1	0	1
Sptlc2	1	1	1	1
Sptssa	1	1	1	1
Spty2d1	1	1	1	1
Sqle	1	1	1	1
Sqrdl	1	1	1	1
Sqstm1	1	1	1	1
Sra1	1	1	1	1
Srbd1	1	1	1	1
Src	0	0	1	1
Srcap	1	0	0	0
Srcin1	1	1	1	1
Srd5a1	0	0	0	0
Srd5a3	1	1	1	1
Srebf1	1	1	1	1
Srebf2	1	1	1	1
Srek1	0	0	0	0
Srek1ip1	0	0	0	0
Srf	1	1	1	1
Srfbp1	1	1	1	1
Srgap1	1	1	1	1
Srgap2	1	1	1	1
Srgap3	1	1	1	1
Srgn	1	0	0	0
Sri	1	1	1	1
Srl	0	0	0	0
Srm	1	1	1	1
Srp14	1	1	1	1
Srp19	1	1	1	1
Srp54a	0	0	0	0
Srp54b	1	1	1	1
Srp54c	0	0	0	0
Srp68	1	1	1	1
Srp72	1	1	1	1
Srp9	1	1	1	1
Srpk1	1	1	1	1
Srpk2	0	0	0	0
Srpk3	0	0	0	0
Srpr	0	0	0	0
Srprb	1	1	1	1
Srpx2	0	0	0	0
Srr	0	0	0	0
Srrd	0	1	0	1
Srrm1	1	1	1	1
Srrm2	1	1	1	1
Srrt	1	1	1	1
Srsf1	1	1	1	1
Srsf10	1	1	1	1
Srsf11	1	1	1	1
Srsf2	1	1	1	1
Srsf3	1	1	1	1
Srsf4	1	1	1	1
Srsf5	1	1	1	1
Srsf6	1	1	1	1
Srsf7	1	1	1	1
Srsf9	1	1	1	1
Srxn1	1	1	1	1
Ss18	1	1	1	1
Ss18l1	1	1	1	1
Ss18l2	1	1	1	1
Ssb	1	1	1	1
Ssbp1	1	1	1	1
Ssbp2	1	1	1	1
Ssbp3	1	1	1	1
Ssbp4	0	0	1	1
Ssc4d	0	0	0	0
Ssc5d	1	0	0	0
Ssfa2	1	1	1	1
Ssh1	1	1	1	1
Ssh2	1	1	1	1
Ssh3	1	0	0	0
Ssna1	1	1	1	1
Ssr1	1	1	1	1
Ssr2	1	0	1	1
Ssr3	1	1	1	1
Ssr4	0	0	0	0
Ssrp1	1	1	1	1
Sssca1	1	0	1	0
Sstr2	1	1	1	1
Ssu72	1	1	1	1
Ssx2ip	1	1	1	1
St13	1	1	1	1
St14	1	0	1	1
St3gal1	1	1	1	1
St3gal2	1	1	1	1
St3gal3	1	1	1	1
St3gal4	0	0	0	0
St3gal5	1	1	1	1
St3gal6	1	1	1	1
St5	1	1	1	1
St6gal1	1	1	1	1
St6gal2	1	1	1	1
St6galnac2	1	1	1	1
St6galnac3	1	1	1	1
St6galnac4	1	1	1	1
St6galnac6	1	0	1	1
St7	1	1	1	1
St7l	1	1	1	1
St8sia1	1	1	1	1
St8sia2	1	1	1	1
St8sia4	1	1	1	1
St8sia6	1	1	1	1
Stab1	0	1	1	1
Stac2	1	1	1	1
Stac3	0	0	0	0
Stag1	1	1	1	1
Stag2	1	1	1	1
Stag3	0	0	0	0
Stam	1	0	0	1
Stam2	1	1	1	1
Stambp	1	1	1	1
Stambpl1	1	1	1	1
Stamos	0	1	1	0
Stap2	1	1	1	1
Star	0	0	0	0
Stard10	1	1	1	1
Stard13	1	1	1	1
Stard3	1	1	1	1
Stard3nl	1	1	1	1
Stard4	1	1	1	1
Stard5	1	1	1	1
Stard6	1	1	1	1
Stard7	1	1	1	1
Stard8	1	1	1	1
Stat1	1	1	1	1
Stat2	1	1	1	1
Stat3	1	1	1	1
Stat4	0	0	1	0
Stat5a	1	1	1	1
Stat5b	1	1	1	1
Stat6	1	1	1	1
Stau1	1	1	1	1
Stau2	1	1	1	1
Stbd1	1	1	1	1
Stc1	0	0	0	0
Stc2	1	1	1	1
Steap1	1	1	1	1
Steap2	1	1	1	1
Steap3	1	1	1	1
Stil	1	1	1	1
Stim1	1	1	1	1
Stim2	1	1	1	1
Stip1	0	0	0	0
Stk10	1	1	1	1
Stk11	1	1	1	1
Stk11ip	1	1	1	1
Stk16	0	0	0	1
Stk17b	1	1	1	1
Stk19	0	1	1	1
Stk24	1	1	1	1
Stk25	1	1	1	1
Stk26	1	1	1	1
Stk3	1	1	1	1
Stk31	0	0	0	0
Stk32c	1	1	1	1
Stk35	1	1	1	1
Stk36	0	1	0	1
Stk38	1	1	1	1
Stk38l	1	1	1	1
Stk39	1	1	1	1
Stk4	1	1	1	1
Stk40	1	1	1	1
Stmn1	1	1	1	1
Stmn1-rs1	0	0	0	0
Stmn2	1	0	1	0
Stmn3	1	1	1	1
Stn1	0	0	0	0
Stom	1	1	1	1
Stoml1	1	1	1	1
Stoml2	1	1	1	1
Ston1	0	1	1	0
Ston2	0	0	0	0
Stox1	1	1	1	1
Stox2	1	1	1	1
Stra8	0	0	0	0
Strada	1	1	1	1
Stradb	1	1	1	1
Strap	1	1	1	1
Strbp	0	0	0	0
Strip1	1	1	1	1
Strn	1	1	1	1
Strn3	1	1	1	1
Strn4	0	0	0	0
Stt3a	1	1	1	1
Stt3b	1	1	1	1
Stub1	0	0	0	0
Stum	1	0	1	0
Stx11	1	1	1	1
Stx12	1	1	1	1
Stx16	1	1	1	1
Stx17	1	1	1	1
Stx18	1	1	1	1
Stx19	0	0	0	0
Stx1a	1	1	1	1
Stx1b	1	0	1	0
Stx2	1	1	1	1
Stx3	1	1	1	1
Stx4a	1	1	1	1
Stx5a	1	1	1	1
Stx6	1	1	1	1
Stx7	1	1	1	1
Stx8	1	1	1	1
Stxbp1	1	1	1	1
Stxbp2	1	1	1	1
Stxbp3	1	1	1	1
Stxbp4	0	0	0	0
Stxbp5	1	1	1	1
Stxbp6	1	1	1	1
Styx	1	1	1	1
Sub1	1	1	1	1
Sucla2	1	1	1	1
Suclg1	1	1	1	1
Suclg2	1	1	1	1
Suco	1	1	1	1
Suds3	1	1	1	1
Sufu	1	1	1	1
Sugp1	0	1	1	1
Sugp2	0	0	0	1
Sugt1	1	1	1	1
Sulf1	1	1	1	1
Sulf2	1	1	0	1
Sult1a1	0	0	0	0
Sult2b1	0	0	0	0
Sult4a1	0	0	0	0
Sult5a1	1	0	0	0
Sult6b1	0	0	0	0
Sult6b2	0	0	0	0
Sumf1	1	1	1	1
Sumf2	1	1	1	1
Sumo1	1	1	1	1
Sumo2	1	1	1	1
Sumo3	0	1	1	0
Sun1	1	1	1	1
Sun2	1	1	1	1
Suox	1	1	1	1
Supt16	1	1	1	1
Supt20	1	1	1	1
Supt3	1	1	1	1
Supt4a	1	1	1	1
Supt4b	0	0	0	0
Supt5	1	1	1	1
Supt6	0	0	0	0
Supt7l	1	0	0	0
Supv3l1	1	1	1	1
Surf1	0	0	0	0
Surf2	0	0	0	0
Surf4	1	1	1	1
Surf6	1	1	1	1
Susd1	1	1	1	1
Susd2	1	0	1	0
Susd3	1	0	1	1
Susd4	1	1	1	0
Susd5	1	1	1	0
Susd6	1	1	1	1
Suv39h1	1	1	1	1
Suv39h2	1	1	1	1
Suz12	1	1	1	1
Sv2a	0	0	1	0
Svbp	1	1	1	1
Svep1	1	1	1	1
Svil	0	0	0	0
Svip	1	1	1	1
Svop	1	1	1	1
Svopl	0	0	0	0
Swap70	1	1	1	1
Swi5	0	1	0	0
Swsap1	0	0	0	0
Swt1	0	0	0	0
Syap1	1	1	1	1
Syce1	0	0	0	0
Syce2	1	0	1	1
Syce3	0	0	0	0
Sycp1	0	0	0	0
Sycp3	1	0	0	0
Syde1	1	1	1	1
Syde2	1	1	1	1
Syf2	1	1	1	1
Syk	1	0	0	1
Sympk	1	1	1	1
Syn1	1	1	1	1
Syn3	1	1	1	1
Sync	1	0	0	1
Syncrip	1	1	1	1
Syndig1	1	1	1	1
Syndig1l	1	1	1	1
Syne1	1	1	1	1
Syne2	1	1	1	1
Syne3	1	1	1	1
Syne4	1	0	0	0
Syngap1	0	0	0	0
Syngr1	1	0	1	1
Syngr2	1	1	1	1
Syngr3	0	0	0	0
Synj1	0	0	0	1
Synj2	1	1	1	1
Synj2bp	1	1	0	1
Synm	1	1	1	1
Synpo	1	1	1	1
Synrg	1	1	1	1
Syp	1	1	1	1
Sypl	1	1	1	1
Sys1	1	1	1	1
Syt11	1	1	1	1
Syt12	1	0	0	0
Syt13	1	1	1	1
Syt14	1	1	1	1
Syt16	1	0	0	1
Syt3	1	0	0	1
Syt4	1	0	0	0
Syt5	1	0	0	1
Syt6	1	1	1	1
Syt7	1	1	1	1
Syt9	1	1	1	1
Sytl2	1	1	1	1
Sytl3	0	0	0	0
Sytl4	1	0	1	1
Sytl5	0	0	0	0
Syvn1	1	1	1	1
Szrd1	1	1	1	1
Szt2	0	1	1	0
T	1	0	0	0
Tab1	1	1	1	1
Tab2	1	1	1	1
Tab3	1	1	1	1
Tac1	0	0	1	0
Tac4	0	0	0	0
Tacc1	1	1	1	1
Tacc2	1	1	1	1
Tacc3	0	0	0	0
Taco1	1	1	1	1
Tacstd2	1	1	1	1
Tada1	0	0	1	0
Tada2a	1	1	1	1
Tada2b	1	0	1	1
Tada3	0	0	0	0
Taf1	1	1	1	1
Taf10	1	1	1	1
Taf11	1	1	1	1
Taf12	1	1	1	1
Taf13	1	1	1	1
Taf15	1	1	1	1
Taf1a	1	0	1	1
Taf1b	1	1	1	1
Taf1c	1	1	1	1
Taf1d	0	0	0	0
Taf2	1	1	1	1
Taf3	1	1	1	1
Taf4	0	0	0	1
Taf4b	1	1	1	1
Taf5	1	1	1	1
Taf5l	1	1	1	1
Taf6	0	1	0	0
Taf6l	1	1	1	1
Taf7	1	1	1	1
Taf7l	0	0	0	0
Taf8	1	1	1	1
Taf9	0	0	0	0
Taf9b	1	1	1	1
Tagap	0	0	0	0
Tagap1	1	1	1	1
Tagln	1	1	1	0
Tagln2	1	1	1	1
Tagln3	1	1	1	1
Tal1	1	1	1	1
Tal2	0	1	1	1
Taldo1	1	1	1	1
Tamm41	1	1	1	1
Tanc1	1	1	1	1
Tanc2	1	1	1	1
Tango2	1	1	1	1
Tango6	1	1	1	1
Tank	1	1	1	1
Taok1	1	1	1	1
Taok2	1	1	1	1
Taok3	1	1	1	1
Tap1	1	1	1	1
Tap2	0	0	0	0
Tapbp	1	1	1	1
Tapbpl	0	0	0	0
Tapt1	1	1	1	1
Tarbp1	1	1	1	1
Tarbp2	0	0	0	0
Tardbp	1	1	1	1
Tars	1	1	1	1
Tars2	1	1	1	1
Tarsl2	1	1	1	1
Tas1r1	0	0	0	0
Tas1r3	0	0	0	0
Tas2r108	0	0	0	0
Tas2r137	0	0	0	0
Tasp1	1	1	1	1
Tatdn1	0	0	0	1
Tatdn2	1	1	1	1
Tatdn3	0	1	0	0
Tax1bp1	1	1	1	1
Tax1bp3	1	1	1	1
Taz	0	0	1	0
Tbc1d1	1	1	1	1
Tbc1d10a	1	1	1	1
Tbc1d10b	1	0	1	1
Tbc1d10c	0	0	0	0
Tbc1d12	1	1	1	1
Tbc1d13	1	1	1	1
Tbc1d14	1	1	1	1
Tbc1d15	1	1	1	1
Tbc1d16	1	0	1	1
Tbc1d17	0	0	0	0
Tbc1d19	1	1	1	1
Tbc1d2	1	1	1	1
Tbc1d20	1	1	1	1
Tbc1d22a	1	1	1	1
Tbc1d22b	1	1	1	1
Tbc1d23	1	1	1	1
Tbc1d24	0	0	0	0
Tbc1d25	1	1	1	1
Tbc1d2b	1	1	1	1
Tbc1d31	1	1	1	1
Tbc1d32	1	1	1	1
Tbc1d4	1	1	1	1
Tbc1d5	1	1	1	1
Tbc1d7	1	0	1	1
Tbc1d8	1	1	1	1
Tbc1d8b	1	1	1	1
Tbc1d9	1	1	1	1
Tbc1d9b	1	1	1	1
Tbca	1	1	1	1
Tbcb	0	0	0	0
Tbcc	1	1	1	1
Tbccd1	0	0	0	0
Tbcd	1	1	1	1
Tbce	1	1	1	1
Tbcel	1	1	1	1
Tbck	1	0	1	1
Tbk1	1	1	1	1
Tbkbp1	1	1	1	1
Tbl1x	1	1	1	1
Tbl1xr1	1	1	1	1
Tbl2	1	1	1	1
Tbl3	1	1	1	1
Tbp	1	1	1	1
Tbpl1	1	1	1	1
Tbrg1	1	1	1	1
Tbrg3	0	0	0	0
Tbrg4	1	1	1	1
Tbx15	1	1	1	1
Tbx2	1	1	1	1
Tbx20	1	1	1	1
Tbx3	1	1	1	1
Tbx3os2	0	0	0	0
Tbx4	1	0	0	1
Tbx5	0	0	0	0
Tbx6	1	0	1	0
Tbxa2r	1	1	1	0
Tbxas1	0	0	0	0
Tcaf1	1	1	1	1
Tcaf2	1	1	1	1
Tcaim	1	1	1	1
Tcea1	1	1	1	1
Tcea2	1	1	1	1
Tcea3	1	0	0	0
Tceal1	1	1	0	0
Tceal3	0	0	0	0
Tceal5	1	0	0	0
Tceal7	0	0	0	0
Tceal8	1	1	1	1
Tceal9	0	0	0	0
Tceanc	1	1	1	1
Tceanc2	0	0	0	0
Tcerg1	1	1	1	1
Tcf12	1	1	1	1
Tcf15	1	1	1	1
Tcf19	0	0	1	0
Tcf20	1	0	0	0
Tcf25	1	1	1	1
Tcf3	1	1	1	1
Tcf4	1	1	1	1
Tcf7	1	1	1	1
Tcf7l1	1	1	1	1
Tcf7l2	1	1	1	1
Tcfl5	1	0	0	1
Tchp	1	1	1	1
Tcirg1	1	1	1	0
Tcl1	0	0	0	0
Tcn2	1	1	1	1
Tcof1	1	1	1	1
Tcp1	1	1	1	1
Tcp11	1	1	1	1
Tcp11l1	1	1	1	1
Tcp11l2	1	1	1	1
Tcstv3	0	0	0	0
Tcta	0	0	0	1
Tcte2	1	0	1	0
Tcte3	0	0	0	0
Tctex1d2	1	1	1	1
Tctn1	1	1	1	1
Tctn2	1	1	1	1
Tctn3	1	1	1	1
Tdg	1	0	0	0
Tdgf1	1	0	0	0
Tdh	0	0	0	0
Tdo2	0	0	0	0
Tdp1	1	1	1	1
Tdp2	1	1	1	1
Tdrd1	0	0	0	0
Tdrd12	0	0	0	0
Tdrd3	1	1	1	1
Tdrd5	1	0	1	1
Tdrd7	1	1	1	1
Tdrkh	1	1	1	1
Tdrp	1	1	1	1
Tead1	1	1	1	1
Tead2	1	1	1	0
Tead3	1	1	1	1
Tead4	1	1	1	1
Tec	1	1	1	1
Tecpr1	1	1	1	1
Tecpr2	1	1	1	1
Tecr	1	1	1	1
Tef	1	1	1	1
Tefm	1	1	1	1
Tek	0	1	1	0
Tekt1	0	1	0	0
Telo2	1	1	1	1
Ten1	0	1	1	1
Tenm3	0	0	0	0
Tenm4	1	1	1	1
Tep1	1	1	1	1
Tepsin	0	0	0	0
Terb2	0	0	0	0
Terc	1	0	1	1
Terf1	1	1	1	1
Terf2	1	1	1	1
Terf2ip	1	1	1	1
Tert	1	0	0	0
Tes	1	1	1	1
Tesc	0	0	0	0
Tesk1	0	0	0	0
Tesk2	1	1	1	1
Tet1	0	0	0	0
Tet2	1	1	1	1
Tet3	1	1	1	1
Tex10	1	1	1	1
Tex101	0	0	0	0
Tex11	0	0	0	0
Tex14	1	1	1	1
Tex15	0	0	0	0
Tex16	0	0	0	0
Tex19.1	1	0	0	0
Tex2	1	1	1	1
Tex21	0	0	0	0
Tex26	1	1	1	1
Tex261	1	1	1	1
Tex264	1	1	1	1
Tex30	1	1	1	1
Tex35	0	0	0	0
Tex40	0	0	0	0
Tex9	1	1	1	1
Tfam	1	1	1	1
Tfap2c	1	1	1	1
Tfap4	1	1	1	1
Tfb1m	1	1	1	1
Tfb2m	0	1	1	1
Tfcp2	1	1	1	1
Tfcp2l1	1	1	1	1
Tfdp1	1	1	1	1
Tfdp2	1	1	1	1
Tfe3	1	1	1	1
Tfeb	1	1	1	1
Tfec	0	0	0	0
Tfg	1	1	1	1
Tfip11	1	1	1	1
Tfpi	1	0	1	0
Tfpi2	0	0	0	0
Tfpt	1	1	1	1
Tfr2	1	0	0	0
Tfrc	1	1	1	1
Tg	0	0	0	0
Tgds	1	1	1	1
Tgfa	1	1	1	1
Tgfb1	1	1	1	1
Tgfb1i1	1	1	1	0
Tgfb2	1	1	1	1
Tgfb3	1	1	1	1
Tgfbi	1	1	0	1
Tgfbr1	0	0	0	0
Tgfbr2	1	1	1	1
Tgfbr3	1	1	1	1
Tgfbr3l	0	0	0	0
Tgfbrap1	0	0	1	0
Tgif1	1	1	1	1
Tgif2	1	1	1	1
Tgm1	1	0	1	1
Tgm2	1	1	0	0
Tgm3	0	0	0	0
Tgm4	0	0	0	0
Tgoln1	0	0	0	0
Tgoln2	1	1	1	1
Tgs1	1	1	1	1
Tgtp1	0	0	0	0
Tha1	0	0	0	0
Thada	1	1	1	1
Thap1	1	1	1	1
Thap11	1	1	1	1
Thap12	1	1	1	1
Thap2	0	0	0	0
Thap3	1	1	1	1
Thap4	1	1	1	1
Thap6	1	0	1	1
Thap7	1	1	1	1
Thbd	1	1	1	1
Thbs1	1	1	1	1
Thbs3	1	0	0	0
Them4	1	1	1	1
Them5	1	0	0	0
Them6	0	0	0	0
Themis2	1	1	1	1
Thg1l	1	1	1	1
Thnsl1	0	0	0	1
Thnsl2	1	1	1	1
Thoc1	1	1	1	1
Thoc2	1	1	1	1
Thoc3	1	1	1	1
Thoc5	1	1	1	1
Thoc6	1	1	1	1
Thoc7	1	1	1	1
Thop1	1	1	1	1
Thra	1	1	1	1
Thrap3	1	1	1	1
Thrsp	0	0	0	0
Thsd1	1	1	1	1
Thsd4	0	0	0	0
Thsd7a	1	1	1	1
Thtpa	1	0	0	1
Thumpd1	1	1	1	1
Thumpd2	1	1	1	1
Thumpd3	1	1	1	1
Thy1	1	0	0	0
Thyn1	1	0	0	0
Tia1	1	1	1	1
Tial1	1	1	1	1
Tiam1	1	1	1	1
Tiam2	1	1	1	1
Ticam1	1	1	1	1
Ticam2	1	1	1	1
Ticrr	1	1	1	1
Tie1	0	1	1	1
Tifa	1	1	1	1
Tigar	1	1	1	1
Tigd2	1	1	1	1
Tigd3	1	1	1	1
Tigd5	0	0	0	0
Timeless	1	1	1	1
Timm10	1	1	1	1
Timm10b	1	1	1	1
Timm13	0	0	0	0
Timm17a	1	1	1	1
Timm17b	0	0	0	0
Timm21	0	0	0	0
Timm22	1	1	1	1
Timm23	0	0	0	0
Timm29	0	0	0	0
Timm44	1	1	1	1
Timm50	1	1	1	1
Timm8a1	1	1	1	1
Timm8a2	0	0	0	0
Timm8b	1	0	1	0
